AÑO JUDICIAL;SECCIÓN - SALA;RAMA JURÍDICA;NÚMERO EXPEDIENTE;"JURISDICCIÓN
PROCEDENCIA";"JURISDICCIÓN
RESOLUCIÓN";"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";PÁGINA;F. LIBRO;F. TOMO;F. AÑO;ENLACE;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - interdictos;La acción que concede el art. 1017 del C. de P. C. debe interponerse ante los jueces de Primera Instancia. Las acciones de interdicto de recobrar y de obra nueva no pueden plantearse acumulativamente;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - interdictos;El espacio abierto en pared divisoria propia del demandado no constituye servidumbre sobre el predio del actor. Es infundado el interdicto de obra nueva interpuesto;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - resoluciones;La sentencia recaída en el juicio de divorcio absoluto, no puede ser contradicha en juicio ordinario;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - nulidad de resoluciones;Siendo favorable al demandante la sentencia de primera instancia, la falta de informe oral de su abogado no da lugar a la insubsistencia del fallo.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - nulidad de resoluciones;El menor que adquiere su mayor edad durante el curso del juicio, debe ser citado personalmente. Es nulo lo actuado con esta omisión.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - nulidad de resoluciones;Es nulo lo actuado con posterioridad al fallecimiento del demandado, si no se han dictado las medidas relativas a la representación de su herencia.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;Juicio de desahucio - ejecución de resoluciones - expedidas en el extranjero;Tiene fuerza en la República la sentencia pronunciada por la Corte de Apelaciones de Messina, declarando la nulidad de un matrimonio civil contraído en Perú.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Procedimientos no Contenciosos;***;***;***;Administración de bienes comunes;La demanda de administración presupone el título y la posesión pro-indiviso.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho Penal;***;***;***;Reincidencia  y hábito del delito;El delito de lesiones culposas no constituye reincidencia.;121;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho Penal;***;***;***;Extinción de la acción penal y de la pena;Cuando se trata de penas alternativas, la prescripción sólo puede ser declarada en la audiencia.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho Penal;***;***;***;Delitos contra el patrimonio - daños;La destrucción de la pared medianera por uno de los condóminos no configura el delito de daños.;127;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;De la justicia y de las partes - competencia;Al Juez Privativo corresponde conocer del delito de contrabando;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;De la justicia y de las partes - competencia;Corresponde a la Corte Suprema dirimir la competencia promovida entre jueces instructores de diverso Distrito Judicial.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - recursos de nulidad;La omisión de la sentencia al no determinar la clase sino sólo el tiempo de la condena de dos de los acusados no es causal de nulidad.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - recursos de nulidad;La Corte Suprema tiene amplia facultad para transferir la jurisdicción entre Tribunales Correccionales.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Procedimientos especiales - recurso de Habeas Corpus;Los únicos jueces de fallo del recurso de habeas corpus son los Tribunales Correccionales;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho comercial;***;***;***;Compañías mercantiles - término y liquidación de las compañías mercantiles;Por la liquidación cesa la representación de los socios administradores para las actividades indicadas en el art. 221 del C. de Com.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho comercial;***;***;***;De las letras comerciales o de cambio - aceptación;Carece de eficacia el protesto verificado con infracción de lo prescrito en el art. 450 del C. de Com.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho comercial;***;***;***;Protesto;Carece de eficacia el protesto verificado con infracción de la regla cuarta del art. 491 del C. de Com.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho comercial;***;***;***;Protesto;La renovación de una letra a tantos días vista, con la sola firma del aceptante y sin consignarse fecha, se entiende que es por un plazo igual al anterior.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho comercial;***;***;***;Protesto;No encontrándose el obligado al pago de una letra en el domicilio señalado, la diligencia de protesto se entenderá con alguna de las personas enumeradas en los arts. 491 y 492 del C. de Com.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Campo de acción de la ley 4916 y ampliatorias;La demanda para que se declare que los actores son empleados, sin que exista conflicto con el principal, debe tramitarse por la vía ordinaria.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Campo de acción de la ley 4916 y ampliatorias;El ayudante de cantina es obrero.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Campo de acción de la ley 4916 y ampliatorias;La suma destinada a gastos de movilidad no se acumulará al sueldo para el cómputo de las indemnizaciones.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Aviso de despedida;El pedido de relevo en el cargo no constituye renuncia del empleo.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Aviso de despedida;El empleado que está enfermo más de tres días tiene la obligación de dar aviso a su principal para solicitar licencia o pedir prórroga, comprobando su enfermedad.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Indemnizaciones;Transcurridos los tres meses del período de prueba, el empleado adquiere el derecho a la remuneración de un año por tiempo de servicios.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Enfermedades profesionales;Durante el período de curación, la víctima de un accidente de trabajo goza de dos beneficios: compensación del salario e indemnización por el daño sufrido.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1950;Sección judicial;Derecho del trabajo/laboral;***;***;***;Enfermedades profesionales;La prescripción extintiva sólo se puede ejercitar como excepción.;***;Anales Judiciales de la Corte Suprema de Justicia 1950;XLVI;---;Enlace;
1951;Sección judicial;Derecho civil. Derecho de familia;***;***;***;De la prueba del matrimonio;El matrimonio celebrado en el extranjero por un peruano, durante la vigencia del Código Civil de 1852, no produce efectos civiles si no ha sido inscrito a su regreso al país, en el Registro correspondiente, de conformidad con el artículo 159 del Código derogado.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de familia;***;***;***;De la filiación legítima;Invocada la presunción legal del artículo 229 del Código Civil, debe acreditarse la celebración del matrimonio de acuerdo con los requisitos exigidos por las leyes vigentes en el lugar donde se efectuó, probándose la existencia de la ley extranjera de conformidad con el artículo XI del Título Preliminar del Código citado.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de sucesiones;***;***;***;Ejecutores testamentarios;El albacea, salvo mandato expreso, no tiene facultad para enajenar los bienes del testador sin ceñirse al procedimiento que la ley establece.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de sucesiones;***;***;***;Herederos legales;Los gananciales no privan al cónyuge de la herencia que le corresponde en concurrencia con los padres, de conformidad con el artículo 767 del C. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de sucesiones;***;***;***;Herederos legales;"La porción hereditaria del cónyuge es igual a la mitad de la herencia cuando concurre con hermanos; con prescindencia de los gananciales, que le corresponden por derecho propio.";***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derechos reales;***;***;***;Propiedad;El poseedor puede unir a su posesión la de aquél que le trasmitió el bien, al invocar la prescripción fundado en el artículo 871 del Código Civil.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derechos reales;***;***;***;Propiedad;Es obligatoria la citación al enajenante, cuando el adquiriente así lo solicitó para los efectos del saneamiento por evicción.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;Actos ilícitos;Es infundada la demanda interpuesta contra el Estado para el pago de daños y perjuicios causados por la instauración de un proceso penal, cuando el caso no se encuentra comprendido en las leyes 10234 y 10290.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;Pago;No es suficiente la interposición de la demanda para constituir en mora al obligado al pago de la merced conductiva, sino la citación con la misma;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;Contratos;Es implicante declarar la nulidad y la rescisión de un contrato que se considera nulo.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;Contratos;No se perjudica el derecho del retrayente por la rescisión declarada en virtud del allanamiento del comprador, a la acción planteada por el vendedor después de promovido el retracto.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;Contratos;Existe comunidad entre el dueño del suelo y el de la fábrica levantada en éste con autorización de aquél, para los efectos del artículo 1450 inciso 1º del C. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Diligencias preparatorias;La parte no citada con la actuación de una prueba en diligencia preparatoria tiene su derecho expedito para impugnarla cuando haga uso de ella quien la mandó practicar.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Incidentes;La invocación de las circunstancias que hacen aplicable el artículo 3° de la ley 11042, importa una alegación de hechos nuevos, susceptibles de prueba por el trámite establecido para los incidentes.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Conflictos entre Jueces y autoridades administrativas;Los conflictos de autoridad entre la Dirección de Asuntos Indígenas y los Jueces, deben ser resueltos por la Corte Suprema.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Juicios - cotejo;Carece de objeto el cotejo de instrumentos públicos, porque no teniendo valor privilegiado ninguno de ellos, la disconformidad entre las firmas que aparezcan de su texto tiene que ser probada por otros elementos de verificación.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Juicio ejecutivo;No gozan del privilegio de la acción ejecutiva los acreedores que lo sean por la obligación de entregar bienes inmuebles.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Juicio ejecutivo - auto de pago;En las demandas ejecutivas de pago de arrendamientos, la ocupación actual por el demandado, de la cosa locada, se presume en mérito de la sola afirmación hecha por el actor, debiendo ser materia de la oposición toda prueba tendiente a desvirtuar este aserto.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Juicio de desahucio;El derecho de consignar los arrendamiento para poner término al juicio de desahucio por falta de pago, se halla establecido en la ley en beneficio de los inquilinos que ocupan el inmueble;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Juicio de desahucio;La transacción celebrada con el objeto de obtener la desocupación de un fundo dedicado íntegramente a cultivos alimenticios, no impide el corte del juicio en aplicación del artículo 3º de la ley 11042.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Aviso de despedida;Los condóminos pueden solicitar la desocupación del único inmueble de su propiedad para ocuparlo conjuntamente, como hogar común.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Aviso de despedida;Procede la acción de aviso de despedida ejercitada por quien reside fuera del lugar donde se encuentra el único inmueble de su propiedad, cuando acredita fehacientemente la imperiosa necesidad que tiene de ocuparlo.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Aviso de despedida;La necesidad de reconstrucción del inmueble debe acreditarse de conformidad con la ley 10222.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Aviso de despedida;Fundándose la demanda de desahucio en la necesidad de reconstruir el inmueble materia de la acción, no es exigible la presentación de informe alguno del Ministerio de Salud Pública.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Aviso de despedida;El propietario que ha obtenido judicialmente la desocupación de parte de un inmueble, para ocuparlo, no puede interponer demanda de aviso de despedida contra el inquilino de la parte restante, por la misma causal.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Interdictos;El colindante que es condómino de la pared medianera, por presunción legis, puede promover interdicto de recobrar contra el otro lindero que ha destruido dicha medianera hasta su parte media.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Resoluciones;Ordinarizado el procedimiento no contencioso de declaratoria de herederos, la sentencia que le pone fin no es susceptible de contradicción.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Resoluciones;El juicio de aviso de despedida no se puede contradecir en vía ordinaria.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Resoluciones;Es inadmisible la acción contradictoria ejercitada contra un procedimiento terminado por resolución que no tiene el carácter de sentencia.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Nulidad de resoluciones;El allanamiento a la acción en el acto del comparendo no libera al Juez de la obligación legal de pronunciar sentencia.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Nulidad de resoluciones;En el orden procesal las causales esenciales de nulidad no son subsanables por la sola voluntad de una de las partes.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho civil. Derecho procesal civil ;***;***;***;Nulidad de resoluciones;La jurisdicción del Tribunal Superior, cuando conoce por apelación, está limitada a la materia del grado y a los puntos que con él tengan conexión;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Procedimientos no Contenciosos;***;***;***; Declaración de Herederos;La acción de la parte cuyo derecho fué dejado a salvo en el procedimiento no contencioso de declaratoria de herederos, sólo está expedita dentro del término señalado en el artículo 1084 del Código de Procedimientos Civiles;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Procedimientos no Contenciosos;***;***;***; Declaración de Herederos;Si los instrumentos presentados en el procedimiento no contencioso correspondiente, para acreditar el derecho de los presuntos herederos, no lo califican debidamente, debe ordinarizarse la causa y no declararse vacante la herencia;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Penas, medidas de seguridad y otras medidas;El analfabetismo del encausado y su condición de hijo de indígenas, no constituyen, por sí solas, calidades que revelan un estado de semicivilización que lo coloquen en la situación prevista en el artículo 45 del Código Penal;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Reincidencia y hábito de delito;Las condenas por delitos exclusivamente militares no se computan para la agravación de la pena por concepto de reincidencia;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Extinción de la acción penal y de la pena;La prescripción en los delitos de falsificación comienza a contarse desde la fecha en que se hace uso del documento falsificado;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Delitos contra las buenas costumbres;Debe considerarse incapaz de resistencia a una menor de seis años objeto de delito contra el honor sexual;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Delitos contra las buenas costumbres;El delito de violación en agravio de una menor de 16 años, se configura en atención a la edad de la víctima con prescindencia de la prueba sobre su conducta;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Delitos que comprometen las relaciones exteriores del Estado;Constituye delito que compromete las relaciones exteriores del Estado, la reproducción de un escrito que expresa sentimientos de hostilidad contra la organización institucional de otro Estado, y es injurioso para sus más altas personalidades.- Aplicación del artículo 299 del C. P.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Delitos contra los deberes de función y los deberes profesionales - Abuso de Autoridad;No comete delito de abuso de autoridad el Inspector de Enseñanza que, en ejercicio de sus facultades reglamentarias, eleva con informe la denuncia interpuesta contra una maestra, determinando su destitución;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal;***;***;***;Peculado;Comete delito de peculado por negligencia, el Director de un Colegio Agropecuario que sin sustraer caudales del mismo, incumple las obligaciones que le corresponden, dando lugar por su imprevisión, a la distracción de los fondos del Colegio;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Disposiciones generales;Abierta instrucción contra los que resulten responsables de la comisión de un hecho delictuoso, es inadmisible la formulación de excepciones por quienes no habiendo sido expresamente comprendidos en el proceso penal, carecen de personería para interponerlas;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Disposiciones generales;Es improcedente la excepción de cosa juzgada deducida por el falsificador de un instrumento privado, cuando declarado falso dicho documento, éste sirva de base para la apertura de instrucción;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Disposiciones generales;Los inculpados no pueden interponer excepciones contra la acción que se les instaura, antes de prestar su instructiva;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;De la justicia y de las partes - parte civil  ;El agraviado debe constituirse expresamente en parte civil de conformidad con el artículo 55 del C. de P. P.;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - recurso de nulidad ;Si la Corte Suprema considera que la acción penal ha preserito, debe declararlo así, en ejercicio de la facultad concedida por el artículo 301 del C. P. P. disponiendo el archivamiento del expediente;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;Del juicio - recurso de nulidad ;El cómputo de los días que requiere el agraviado para su curación, no determina la calificación de las lesiones leves como falta, cuando hay circunstancias que dan gravedad al hecho delictuoso;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;DERECHO COMERCIAL;***;***;***;De las letras comerciales o de cambio;El protesto realizado en lugar distinto al del pago de la letra que ha servido de recaudo a la demanda, no dá lugar a acción ejecutiva;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;DERECHO COMERCIAL;***;***;***;De las letras comerciales o de cambio;No procede la acción ejecutiva interpuesta acumulativamente contra el aceptante y el librador que no tienen la condición de obligados solidarios;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Regimen legal de los empleados de comercio - Ley 4916 y ampliatorias;Sólo prescriben los derechos existentes mas no los espectaticios;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Regimen legal de los empleados de comercio - Ley 4916 y ampliatorias;Para los efectos de la jubilación, son cumulables los servicios prestados a una Compañía, aunque hubiesen tenido un tiempo cualquiera de interrupción;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Regimen legal de los empleados de comercio - Ley 4916 y ampliatorias;Las demandas de pensiones de jubilación de los empleados de comercio deben tramitarse en el fuero del trabajo;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Regimen legal de los empleados de comercio - Ley 4916 y ampliatorias;Vigente el vínculo laboral, los beneficios que se abonen al empleado sólo se estimarán como anticipo al pago de los goces que le corresponderían al término del contrato de trabajo;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Accidentes del trabajo - ley n° 1378;El salario computable para el pago de las indemnizaciones no comprende las remuneraciones extraordinarias percibidas por el trabajador;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Accidentes del trabajo - ley n° 1378;Inversión de la prueba en el Derecho Procesal del Trabajo Las indemnizaciones por accidentes de trabajo rigen desde el día del accidente;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1951;Sección judicial;Derecho del trabajo/laboral;***;***;***;Accidentes del trabajo - ley n° 1378;El plazo de prescripción en las enfermedades profesionales empieza a contarse desde que se acredita científicamente la existencia del mal;***;Anales Judiciales de la Corte Suprema de Justicia 1951;XLVII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de familia;***;***;***;De la filiación legítima ;La filiación legítima puede ser demandada después del fallecimiento de los progenitores ;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de familia;***;***;***;De los alimentos;En los juicios de divorcio y separación de cuerpos, el Juez debe necesariamente señalar la pensión alimenticia que corresponda, si no media renuncia expresa a este beneficio ;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de familia;***;***;***;De los alimentos;El padre sólo está obligado a proporcionar alimentos al hijo ilegítimo mayor de 18 años, no reconocido voluntariamente, que no puede obtenerlos con su trabajo;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de sucesiones;***;***;***;De la representación ;"La porción de la herencia que correspondería a los hijos del heredero premuerto en virtud de la representación, acrece el derecho sucesorio de los sobrevivientes, al no haberse determinado en el testamento la fracción de herencia que se deja a cada heredero; de conformidad con lo preceptuado en el artículo 802 del Código Civil";***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de sucesiones;***;***;***;De los ejecutores testamentarios ;"El término fijado en el artículo 740 del C. C. para la expiración del albaceazgo, se encuentra subordinado al cumplimiento de todas las obligaciones propias del albacea; en los casos en que haya sido prorrogado su mandato por voluntad del testador ""todo el tiempo que fuera necesario""";***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derechos reales;***;***;***;De las servidumbres;La constitución de la servidumbre legal de paso, debe acreditarse con el título en que conste haber cumplido los requisitos que establece el artículo 875 del C. C;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;De los actos ilícitos;No son indemnizables los perjuicios económicos sufridos personalmente por el cónyuge de la víctima de un accidente, al practicar actos que importan el ejercicio de deberes emergentes del vínculo matrimonial;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;De los actos ilícitos;El militar que en acto de servicio es víctima de un hecho culposo de tercero, no puede ampararse en el artículo 1144 del C. C. para solicitar la indemnización correspondiente al daño producido, desde que esta se encuentra reglada por la Ley N° 10901;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
1952;Sección judicial;Derecho civil. Derecho de obligaciones ;***;***;***;De las obligaciones de hacer;El contenido de las obligaciones de hacer, conforme al artículo 1182 del C. C., consiste sólo en la prestación de un servicio o en la ejecución de una obra;***;Anales Judiciales de la Corte Suprema de Justicia 1952;XLVIII;1953;Enlace;
